-DOCSTART- -X- O
สำหรับครอบครัวเพื่อนฝูง -X- _ O
ในช่วงอาหารกลางวัน -X- _ O
และเย็น -X- _ O
จุดเด่นคือมีพื้นพื้นที่จอดรถเยอะอยู่ในโซนท็อปซุปเปอร์มาร์เก็ตย่านเอกมัย -X- _ B-Convenience_Pos
รสชาติมาตรฐาน -X- _ B-Food_Neu
แต่พวกซูชิ -X- _ O
ปลาอาจจะไม่สดมากๆ -X- _ B-Quality_Neu
และคุณภาพพอใช้ได้ -X- _ B-Quality_Neu

Yurijin -X- _ O
Izakaya🥢 -X- _ O
ร้านอาหารญี่ปุ่นสไตล์ -X- _ O
Shokudo -X- _ O
หรือโรงอาหารญี่ปุ่น -X- _ O
ที่มีเครื่องเคียงบุฟเฟต์ให้เลือกไม่อั้นกว่า -X- _ O
20 -X- _ O
เมนู -X- _ O
ทั้งข้าวและน้ำซุปก็ตักเพิ่มได้ตลอด -X- _ O
สั่งแค่ -X- _ O
Main -X- _ O
dish -X- _ O
ก็พอ‼️คุ้มกว่านี้ไม่มีอีกแล้วว🤩 -X- _ B-Recommend_Pos
บรรยากาศร้านก็ดี -X- _ B-Good_View
เดินทางง่ายอยู่เอกมัย -X- _ B-Location_Pos

Cocktail -X- _ B-Food_Pos
ดีมาก -X- _ I-Food_Pos
กิน -X- _ O
1-2 -X- _ O
แก้วก็รู้สึก -X- _ O
รสชาติดีมาก -X- _ B-Food_Pos
Bartender -X- _ O
น่ารักเป็นกันเอง -X- _ B-Service_Pos
🥂อาหารคือดี -X- _ B-Food_Pos
วัตถุดิบคือเลิศ -X- _ B-Quality_Pos
บรรยากาศชิลล์ๆ -X- _ I-Quality_Pos
โคซี่ๆ -X- _ O

ร้านอาหารเวียดนามสูตรเก่าแก่ -X- _ O
ย่านเอกมัย -X- _ O
พร้อมเสิร์ฟความอร่อยสูตรอาหารที่ส่งต่อจากรุ่นสู่รุ่น -X- _ O
ดัดแปลงผสมสาน -X- _ O
ใส่ความฟิวชั่นทันสมัย -X- _ O
จนได้ความอร่อยที่ลงตัวตามแบบฉบับของ -X- _ O
“เถวี่ยน” -X- _ O
เป็นรสชาติสมัยใหม่แต่ไม่ทิ้งความเป็นดั้งเดิมของเวียดนามแท้ๆ -X- _ O
มีให้เลือกลิ้มลองหลากหลายเมนูมากๆ -X- _ B-Various_Pos
นอกจากอาหารแสนอร่อยแล้ว -X- _ B-Food_Pos
ร้านเขาก็สวยและบรรยากาศดีสุดๆ -X- _ B-Good_View
จุดเด่นของร้านเขาเลย -X- _ O
คือบ้านสีขาวดีไซน์สวย -X- _ O
สไตล์บ้านทรงเก่าอยู่ท่ามกลางสวนร่มรื่นย์ -X- _ O
บรรยากาศดีมากๆ -X- _ B-Good_View
และภายในร้านก็ได้ฟีลบรรยากาศเหมือนกินข้าวอยู่บ้านสบายๆ -X- _ O
แถมพนักงานก็บริการดีน่ารักมากๆ -X- _ B-Service_Pos

อร่อยเลยครับ -X- _ B-Food_Pos
ร้านอาหารเวียดนามร้านนี้ -X- _ O
ขึ้นชื่อมานาน -X- _ O
ผมมา -X- _ O
2-3 -X- _ O
ครั้งละ -X- _ O
ติดใจความเท่ห์ของอาหารเวียดนามบ้านเค้า -X- _ O
และร้านอาหารเวียดนามสไตล์นี้ -X- _ O
เป็นที่นิยมในไทย -X- _ O
ผมเคยไปนครพนม -X- _ O
แทบจะเป็นเวียดนามของไทยเลย -X- _ O
มีร้านนี้ที่ -X- _ O
กทม -X- _ O
.โอเคเลยครับ -X- _ O
ให้คนกรุงได้ทานอาหารสุขภาพ -X- _ O
จากเวียดนาม -X- _ O
ผักสดเยอะๆ -X- _ O

ใครชอบอาหารเวียดนามต้องถูกใจร้านนี้ -X- _ O
> -X- _ O
> -X- _ O
Thuyen -X- _ O
( -X- _ O
เถวียน -X- _ O
แปลว่า -X- _ O
เรือใบ -X- _ O
) -X- _ O
📍อยู่เอกมัยนี่เอง -X- _ O
เป็นร้านอาหารเวียดนามแบบต้นตำรับ -X- _ O
มีเมนูหาทานยากเพียบ -X- _ O
เสิร์ฟใหญ่ -X- _ O
รสชาติดี -X- _ B-Food_Pos
บรรยากาศในร้านอยู่ในสวน -X- _ O
เดินเข้ามาคือหอมกลิ่นต้นเตยหอมที่เรียงรายอยู่ในสวน -X- _ O
ภายในร้านเป็นโทนสีเข้ม -X- _ O
ตกแต่งด้วยภาพ -X- _ O
โมเดลรูปเรือใบสวยงาม -X- _ O
อาหารอร่อย -X- _ B-Food_Pos
คัดสรรวัตถุดิบคุณภาพ -X- _ B-Quality_Pos
ถ้าเทียบกับปริมาณอาหารแต่ละจานคือราคาดีงาม -X- _ B-Value_Pos

มารอบนี้มาลองกินที่ร้าน -X- _ O
ร้านอยู่ในตัวโรงแรม -X- _ O
ร้านใหญ่มีที่นั่งเยอะ -X- _ O
มีน้องโรบอตคอยเสิร์ฟอาหารให้ด้วย -X- _ O
ตกแต่งร้านสไตล์ไทยๆโมเดิร์น -X- _ O
เมนูอาหารก็ตามชื่อร้านเลยคือเน้นอาหารใต้ -X- _ O
แต่จะเป็นสไตล์ฟิวชั่น -X- _ O
บางเมนูเราว่าแปลกใหม่แปลกตาดี -X- _ O
แต่ยังคงรสจัดจ้านแซ่บสไตล์คนใต้ได้อย่างดี -X- _ B-Food_Pos
เมนูที่ลองกินวันนี้ก็มีตามนี้เลยจ้า -X- _ O

เป็นร้านอาหารใต้ที่ทำรสชาติได้อร่อยกลมกล่อมมาก -X- _ B-Food_Pos
ทุกจานรสจัดจ้านสมเป็นอาหารใต้จริง -X- _ O
อาหารที่สั่งมาอร่อยทุกจาน -X- _ O
จานที่ชอบคือ -X- _ O
แกงเหลืองปลากะพง -X- _ O
กุ้งคั่วพริกเกลือ -X- _ O
ใบเหลียงผัดไข่เป็ด -X- _ O
หมูต้มซีอิ๊ว -X- _ O
ผัดสามเหม็นวุ้นเส้นกุ้งสด -X- _ O
ที่นั่งกว้างขวางสบายโปร่งดีครับ -X- _ O

ร้านนี้ปักมุดไว้นานแล้วค่ะ -X- _ O
แต่เพิ่งนึกได้ -X- _ O
เห็นมีอาหารจานเดียวข้าวทานง่ายๆเลยสั่งมาลองค่ะ -X- _ O
ถ้าพูดถึงราคาแล้ว -X- _ O
ตกกล่อง -X- _ O
80-90 -X- _ O
บาท -X- _ O
ปริมาณได้พอสมควรอิ่มอยู่ค่ะ -X- _ B-Value_Pos
ส่วนรสชาติ -X- _ O
เราสั่งเมนูข้าวผัดคะน้าปลาเค็มแม่กลอง -X- _ O
อร่อยมากกกก -X- _ B-Food_Pos
หอมปลาเค็มแต่ปลาไม่เค็มมากอร่อยประทับใจค่ะ -X- _ B-Food_Pos
ข้าวคั่วกะเพรานายหัว -X- _ O
และไข่ดาวเป็ดเยิ้ม -X- _ O
แฟรเราบอกชอบผัดแห้งๆอร่อยถูกใจค่ะ -X- _ O
รวมๆแล้วต้องกลายเป็นอีก -X- _ B-Recommend_Pos
1 -X- _ I-Recommend_Pos
ร้านประจำแน่นอนค่ะ -X- _ I-Recommend_Pos

ร้านขายอาหารใต้ทั้งแบบจานเดียวและกับข้าว -X- _ O
มีเมนูให้เลือกหลากหลายในราคาไม่แรง -X- _ B-Various_Pos
และบางเมนูก็เป็นเมนูพิเศษไม่เหมือนที่อื่นด้วยค่ะ -X- _ O

อร่อยมาก -X- _ B-Food_Pos
กรอบนอก -X- _ O
นุ่มใน -X- _ O
อบไร้น่ำมัน -X- _ O
เพื่อสุขภาพ -X- _ O
อร่อยจนอยากสั่งอีก -X- _ B-Impressed_Pos

คุณภาพเนื้อย่าง -X- _ B-Quality_Neu
/ -X- _ I-Quality_Neu
ชาบู -X- _ I-Quality_Neu
พอรับได้ -X- _ I-Quality_Neu
น้ำจิ้มอร่อย -X- _ B-Food_Pos
ราคาโอเค -X- _ B-Price_Neu
ให้ชั่วโมงการกินเยอะ -X- _ O
( -X- _ O
2 -X- _ O
ชม. -X- _ O
) -X- _ O
ได้กินจริงๆแค่ชั่วโมง -X- _ O
นอกนั้นเสียเวลาในการสั่งอาหารมากๆ -X- _ B-Service_Neg
พนง.ดูแลไม่ทั่วถึง -X- _ I-Service_Neg
สั่งออเดอร์ไปใช้เวลาเสริฟ์นาน -X- _ O
อาหารมาช้า -X- _ B-Service_Neg
ไม่แนะนำช่วงเสาร์-อาทิตย์ -X- _ B-Recommend_Neg
รอจนเสียอารมณ์ค่ะ -X- _ I-Recommend_Neg
530฿ -X- _ I-Recommend_Neg
